image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61-gfAFLDxL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/61uXhxtbulL.jpg,709627,voltage,3.8 volt
https://m.media-amazon.com/images/I/81hJMRr0OkL.jpg,709627,voltage,3.82 volt
https://m.media-amazon.com/images/I/61CoiJ6CUDL.jpg,709627,voltage,3.7 volt
https://m.media-amazon.com/images/I/71G6UYr2cjL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/51GXttVDETL.jpg,271537,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/51Ecx433gNL.jpg,271537,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/719wb94yzGL.jpg,635528,voltage,5.0 volt
https://m.media-amazon.com/images/I/61FnXpStJcL.jpg,752266,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/516GfDUMOiL.jpg,709627,voltage,5.0 volt
https://m.media-amazon.com/images/I/61Vm+J1e3xL.jpg,955292,wattage,20.0 watt
https://m.media-amazon.com/images/I/71Wc+1ywH+L.jpg,179080,wattage,250.0 watt
https://m.media-amazon.com/images/I/51ZpARXmu+L.jpg,641642,wattage,8.0 watt
https://m.media-amazon.com/images/I/513GikaDLyL.jpg,746096,voltage,1.0 volt
https://m.media-amazon.com/images/I/61yuOsJkkdS.jpg,709627,voltage,"[4.5, 8.0] volt"
https://m.media-amazon.com/images/I/71VsXg2Q8fL.jpg,641642,voltage,5.0 volt
https://m.media-amazon.com/images/I/51VToccQ0TL.jpg,267182,voltage,12.0 volt
https://m.media-amazon.com/images/I/41Oi-OzqrcL.jpg,709627,voltage,3.7 volt
https://m.media-amazon.com/images/I/7162L02JYwL.jpg,648011,voltage,120.0 volt
https://m.media-amazon.com/images/I/61TIZOY2cVL.jpg,860821,wattage,4.0 watt
https://m.media-amazon.com/images/I/51HFIGnJnkL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/71QzClf4IjL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/51Cd+lg-fRL.jpg,709627,voltage,7.2 volt
https://m.media-amazon.com/images/I/61DCFXjkKbL.jpg,709627,voltage,3.85 volt
https://m.media-amazon.com/images/I/61ERoHRdcnL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/71r4qwg4cTL.jpg,140266,voltage,5.0 volt
https://m.media-amazon.com/images/I/6170oPe1huL.jpg,957050,wattage,140.0 watt
https://m.media-amazon.com/images/I/511TlONgQbL.jpg,860821,voltage,5.0 volt
https://m.media-amazon.com/images/I/618RQY8MNnL.jpg,752266,voltage,"[85.0, 265.0] volt"
https://m.media-amazon.com/images/I/61gwlVSSI0L.jpg,318770,wattage,10.0 watt
https://m.media-amazon.com/images/I/51BqDWezD+L.jpg,318770,wattage,66.0 watt
https://m.media-amazon.com/images/I/71JU1h-SpzL.jpg,752266,voltage,240.0 volt
https://m.media-amazon.com/images/I/51BvCIHcgSL.jpg,641642,voltage,220.0 volt
https://m.media-amazon.com/images/I/619-44rVS-L.jpg,752266,voltage,"[85.0, 265.0] volt"
https://m.media-amazon.com/images/I/61ZIxwNRjSL.jpg,416664,wattage,1.3 watt
https://m.media-amazon.com/images/I/61GKVH2EwFL.jpg,641642,wattage,73843.0 watt
https://m.media-amazon.com/images/I/61agZjfQ+4L.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/61QzTKTGKHL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/610mS7b0GZL.jpg,318770,wattage,40.0 watt
https://m.media-amazon.com/images/I/81Got-eUJKL.jpg,179080,wattage,350.0 watt
https://m.media-amazon.com/images/I/714lyecIiRL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/71KJLyBRLZL.jpg,641642,voltage,1.2 volt
https://m.media-amazon.com/images/I/9184R8TjNXL.jpg,648011,wattage,40.0 watt
https://m.media-amazon.com/images/I/61cyErmoZXL.jpg,752266,voltage,5.0 volt
https://m.media-amazon.com/images/I/71hdQd1V7rL.jpg,752266,wattage,9.0 watt
https://m.media-amazon.com/images/I/41cJ7F9wbOL.jpg,709627,voltage,3.8 volt
https://m.media-amazon.com/images/I/818tK+qQxkL.jpg,752266,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/719TAPPS4lL.jpg,752266,voltage,110.0 volt
https://m.media-amazon.com/images/I/71XJ6PguHQL.jpg,752266,voltage,3.2 volt
https://m.media-amazon.com/images/I/61KiCBvvdlL.jpg,641642,voltage,5.0 volt
https://m.media-amazon.com/images/I/71W7WvEFKhL.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/612ZYNNii7L.jpg,752266,wattage,25.0 watt
https://m.media-amazon.com/images/I/71n3Yifxx6L.jpg,648011,voltage,"[110.0, 120.0] volt"
https://m.media-amazon.com/images/I/712Y6VrtxkL.jpg,416664,wattage,1.0 watt
https://m.media-amazon.com/images/I/81PQFW0CE-L.jpg,271537,voltage,0.9166666666666666 volt
https://m.media-amazon.com/images/I/61FLrSjJQkL.jpg,752266,voltage,12.0 volt
https://m.media-amazon.com/images/I/61NW78Xtp8L.jpg,648011,voltage,110.0 volt
https://m.media-amazon.com/images/I/81R+csmOukL.jpg,997176,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/71TaS+B+eTL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/715O6vGOHbS.jpg,648011,voltage,240.0 volt
https://m.media-amazon.com/images/I/71LuKdVsEiS.jpg,892291,wattage,60.0 watt
https://m.media-amazon.com/images/I/41OLX0toaWL.jpg,709627,voltage,3.8 volt
https://m.media-amazon.com/images/I/71jyJFzTkqL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/611A6e67HGL.jpg,416664,wattage,0.4 watt
https://m.media-amazon.com/images/I/61is6XM-XhL.jpg,709627,voltage,"[100.0, 240.0] volt"
https://m.media-amazon.com/images/I/71MBuaNsZcL.jpg,709627,voltage,20.0 volt
https://m.media-amazon.com/images/I/519wmO-XxzL.jpg,955292,wattage,2.0 watt
https://m.media-amazon.com/images/I/819DikplUPL.jpg,140266,voltage,5.0 volt
https://m.media-amazon.com/images/I/714+eQ0+1zL.jpg,318770,wattage,18.0 watt
https://m.media-amazon.com/images/I/51Q-zDJ328L.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/712xM3zVO6L.jpg,641642,voltage,12.0 volt
https://m.media-amazon.com/images/I/71qVxbQeBoL.jpg,752266,wattage,83.0 watt
https://m.media-amazon.com/images/I/71Cqav7q8wL.jpg,648011,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/41r2lTArMbL.jpg,318770,wattage,66.0 watt
https://m.media-amazon.com/images/I/81yAtJEa0IL.jpg,179080,wattage,250.0 watt
https://m.media-amazon.com/images/I/71FeNBh9WqL.jpg,318770,wattage,720.0 horsepower
https://m.media-amazon.com/images/I/713ZG4hy6xL.jpg,140266,voltage,5.0 volt
https://m.media-amazon.com/images/I/615U+DzCkDL.jpg,641642,voltage,12.0 volt
https://m.media-amazon.com/images/I/61s-uWR6HGL.jpg,752266,wattage,6.0 watt
https://m.media-amazon.com/images/I/61PKmGdNc0L.jpg,752266,wattage,"[40.0, 60.0] watt"
https://m.media-amazon.com/images/I/713yvtlZ-jL.jpg,267182,voltage,2.0 volt
https://m.media-amazon.com/images/I/81k-Gj54nmL.jpg,641642,voltage,30.0 volt
https://m.media-amazon.com/images/I/51U2uyB7v5L.jpg,412008,voltage,230.0 volt
https://m.media-amazon.com/images/I/81zWw2Jmm3L.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/71q-v4eICYL.jpg,752266,wattage,40.0 watt
https://m.media-amazon.com/images/I/71OKzP48JpL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/61hzsWa32cL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/81Q2MYF41OL.jpg,501250,voltage,250.0 volt
https://m.media-amazon.com/images/I/91gHFxFikBL.jpg,318770,wattage,30.0 watt
https://m.media-amazon.com/images/I/91TzOm9-HUL.jpg,416664,wattage,24.0 watt
https://m.media-amazon.com/images/I/71zChmRWq1L.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/81oI9uxs-hL.jpg,318770,wattage,1.0 watt
https://m.media-amazon.com/images/I/81C7IiVfvIL.jpg,407921,wattage,1.0 watt
https://m.media-amazon.com/images/I/71NRDzS2NAL.jpg,179080,wattage,250.0 watt
https://m.media-amazon.com/images/I/71EVBcH-YWL.jpg,709627,voltage,3.85 volt
https://m.media-amazon.com/images/I/61jK+cGmvoL.jpg,648011,voltage,"[200.0, 240.0] volt"
https://m.media-amazon.com/images/I/61QaYVdydjL.jpg,416664,wattage,35.0 watt
https://m.media-amazon.com/images/I/715mCs8G8KL.jpg,179080,wattage,400.0 watt
https://m.media-amazon.com/images/I/71jmlAgdowL.jpg,860821,voltage,"[120.0, 280.0] volt"
https://m.media-amazon.com/images/I/61LPEmFiUTL.jpg,271537,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/61s0kxGXmKL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/81LZxjb+-9L.jpg,752266,wattage,80.0 watt
https://m.media-amazon.com/images/I/51FNmmU0WmL.jpg,709627,voltage,3.85 volt
https://m.media-amazon.com/images/I/718J201eSOL.jpg,752266,voltage,"[85.0, 256.0] volt"
https://m.media-amazon.com/images/I/71hHzwxv3XL.jpg,860821,wattage,28.0 watt
https://m.media-amazon.com/images/I/71T+doFnZWL.jpg,140266,voltage,1.5 volt
https://m.media-amazon.com/images/I/61WBy0o5-eL.jpg,271537,voltage,240.0 volt
https://m.media-amazon.com/images/I/61km3fnwmOL.jpg,416664,wattage,7.0 watt
https://m.media-amazon.com/images/I/71n2FGcozyL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/611Oo8UbCcL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/61a6g-hs8RL.jpg,271537,voltage,"[100.0, 240.0] volt"
https://m.media-amazon.com/images/I/81xNZkpXYbL.jpg,271537,voltage,6.0 volt
https://m.media-amazon.com/images/I/71bUOYYjggS.jpg,648011,voltage,110.0 volt
https://m.media-amazon.com/images/I/61zuLsuqbRL.jpg,752266,wattage,24.0 watt
https://m.media-amazon.com/images/I/51MC7ZkfYmL.jpg,271537,voltage,220.0 volt
https://m.media-amazon.com/images/I/71arjlWNBZL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/710-yPGxb4L.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/71o9rSp5HVL.jpg,983323,voltage,31221121.0 volt
https://m.media-amazon.com/images/I/81k6E1r2iLL.jpg,752266,voltage,12.0 volt
https://m.media-amazon.com/images/I/71iK1lC5j6L.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/51kr+bC0gQL.jpg,318770,wattage,600.0 watt
https://m.media-amazon.com/images/I/41cGgV2-dpL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/61nRa0ZsyZL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/71avbA5xGDL.jpg,648011,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/81BY4eIEskL.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/619ivWf2YES.jpg,179080,wattage,500.0 watt
https://m.media-amazon.com/images/I/512l2b+DSxL.jpg,752266,wattage,50.0 watt
https://m.media-amazon.com/images/I/51L609d+0-L.jpg,648011,voltage,"[110.0, 120.0] volt"
https://m.media-amazon.com/images/I/71lXR4WhjmS.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/91XIHz7uO1L.jpg,271537,voltage,24.0 volt
https://m.media-amazon.com/images/I/81yk8K-u5+L.jpg,746096,voltage,5.0 volt
https://m.media-amazon.com/images/I/716EpT2XTvL.jpg,271537,voltage,120.0 volt
https://m.media-amazon.com/images/I/61EdLrgoa6L.jpg,752266,wattage,42.0 watt
https://m.media-amazon.com/images/I/61DygX+aF8L.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/61y173py1HL.jpg,752266,wattage,70.0 watt
https://m.media-amazon.com/images/I/61G9RYijHmL.jpg,416664,wattage,18.0 watt
https://m.media-amazon.com/images/I/518akKcdr8L.jpg,709627,voltage,3.7 volt
https://m.media-amazon.com/images/I/71jme50mdbL.jpg,271537,voltage,0.5783132530120482 volt
https://m.media-amazon.com/images/I/81ZBk5F+KDL.jpg,140266,voltage,5.0 volt
https://m.media-amazon.com/images/I/81Xwio7WU6L.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/715oofbhTkL.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/71w0DvW4MEL.jpg,641642,voltage,2.0 volt
https://m.media-amazon.com/images/I/81oGFhMadKL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/61oQWOLvUHL.jpg,501250,voltage,120.0 volt
https://m.media-amazon.com/images/I/71rz9Fq0CYL.jpg,952353,voltage,5.0 volt
https://m.media-amazon.com/images/I/71DZWZGtVTL.jpg,955292,wattage,100.0 watt
https://m.media-amazon.com/images/I/71Y0khK3t3S.jpg,709627,voltage,4.0 volt
https://m.media-amazon.com/images/I/71Qt-vF6FAL.jpg,709627,voltage,11.1 volt
https://m.media-amazon.com/images/I/71yyS4KeWGL.jpg,709627,voltage,5.0 volt
https://m.media-amazon.com/images/I/71qqZlk6EeL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/81oOKKyDzRL.jpg,271537,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/81Zb9WUNbEL.jpg,752266,wattage,40.0 watt
https://m.media-amazon.com/images/I/81Aze4lmNeL.jpg,271537,voltage,115.0 volt
https://m.media-amazon.com/images/I/61a6dcuTtPL.jpg,709627,voltage,3.8 volt
https://m.media-amazon.com/images/I/71vN4SVUPLL.jpg,416664,wattage,3.0 watt
https://m.media-amazon.com/images/I/81gYokeX4xL.jpg,983323,voltage,2.5 volt
https://m.media-amazon.com/images/I/51InUxuD1OL.jpg,271537,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/515GyNhxKoL.jpg,957050,wattage,50.0 watt
https://m.media-amazon.com/images/I/618mlW6yYEL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/6129H+YhNIL.jpg,271537,voltage,220.0 volt
https://m.media-amazon.com/images/I/71TyM5hiUrL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/71tpkY5460L.jpg,648011,voltage,240.0 volt
https://m.media-amazon.com/images/I/81be9X9KhFL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/617uyiUVqhL.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/71IPpoiYrcL.jpg,752266,wattage,20.0 watt
https://m.media-amazon.com/images/I/61eOjOX4mFL.jpg,140266,voltage,220.0 volt
https://m.media-amazon.com/images/I/81QrfdvjTLL.jpg,641642,voltage,5.0 volt
https://m.media-amazon.com/images/I/71s5JM0eWPL.jpg,752266,wattage,8.0 watt
https://m.media-amazon.com/images/I/41NJVeEAKqL.jpg,752266,wattage,10.0 watt
https://m.media-amazon.com/images/I/61J4nkppaNL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/71ylFxb2l7L.jpg,752266,voltage,5.0 volt
https://m.media-amazon.com/images/I/51PMLHTPZuL.jpg,124643,wattage,"[2.0, 8.0] watt"
https://m.media-amazon.com/images/I/71gAAQqeSIL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/81UiNWFPqkL.jpg,752266,wattage,50.0 watt
https://m.media-amazon.com/images/I/71BrH3xp28L.jpg,271537,voltage,0.9565217391304348 volt
https://m.media-amazon.com/images/I/81OGRYEE6cL.jpg,752266,wattage,100.0 watt
https://m.media-amazon.com/images/I/71ZecekCx4L.jpg,271537,voltage,120.0 volt
https://m.media-amazon.com/images/I/71Q5RkGSffL.jpg,746096,wattage,194.0 watt
https://m.media-amazon.com/images/I/614C6WX7L5L.jpg,416664,wattage,9.0 watt
https://m.media-amazon.com/images/I/61PWe2nwk4L.jpg,752266,voltage,"[85.0, 265.0] volt"
https://m.media-amazon.com/images/I/61F8WrJnWqL.jpg,271537,voltage,9.0 volt
https://m.media-amazon.com/images/I/716wgjydWPL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/81VTG7fdInL.jpg,752266,voltage,"[85.0, 265.0] volt"
https://m.media-amazon.com/images/I/718XTyoyV7L.jpg,752266,voltage,"[56.0, 66.0] volt"
https://m.media-amazon.com/images/I/615gTIApxzL.jpg,271537,voltage,24.0 volt
https://m.media-amazon.com/images/I/81YgD+yUF7L.jpg,641642,voltage,4.5 volt
https://m.media-amazon.com/images/I/71-eceg154L.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/71tzDeryEUL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/51PCh7hydEL.jpg,752266,voltage,5.0 volt
https://m.media-amazon.com/images/I/51Xfr3gCyaL.jpg,955292,wattage,0.75 watt
https://m.media-amazon.com/images/I/71z2-Dfeu0L.jpg,752266,wattage,20.0 watt
https://m.media-amazon.com/images/I/81lbJg-YV7L.jpg,983323,voltage,"[80.0, 240.0] volt"
https://m.media-amazon.com/images/I/81HD+1IpkeL.jpg,318770,wattage,60.0 watt
https://m.media-amazon.com/images/I/71ZeiN4iyxL.jpg,986984,wattage,25.0 watt
https://m.media-amazon.com/images/I/41ulApMfdZL.jpg,648011,voltage,12.0 volt
https://m.media-amazon.com/images/I/61MGxDgdAvL.jpg,271537,voltage,92.0 volt
https://m.media-amazon.com/images/I/71K7u48BU4L.jpg,746096,wattage,2.0 watt
https://m.media-amazon.com/images/I/81wvSVxWQoL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/61wxI1tOZTL.jpg,752266,voltage,"[85.0, 265.0] volt"
https://m.media-amazon.com/images/I/71iCSaWWrCL.jpg,983323,wattage,3.6 watt
https://m.media-amazon.com/images/I/61LiFnNwlcL.jpg,648011,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/41F33rrReZL.jpg,892291,wattage,5.0 watt
https://m.media-amazon.com/images/I/718KHNnDopL.jpg,648011,voltage,120.0 volt
https://m.media-amazon.com/images/I/71BLz9WRQ2L.jpg,752266,wattage,50.0 watt
https://m.media-amazon.com/images/I/81Bl8bBZ2jL.jpg,709627,voltage,3.86 volt
https://m.media-amazon.com/images/I/61EjoOF9xJL.jpg,752266,voltage,"[110.0, 240.0] volt"
https://m.media-amazon.com/images/I/616NaAa+GiL.jpg,318770,wattage,20.0 watt
https://m.media-amazon.com/images/I/61fVo43MztL.jpg,140266,voltage,20.0 volt
https://m.media-amazon.com/images/I/51LvUZ853TL.jpg,752266,wattage,100.0 watt
https://m.media-amazon.com/images/I/71qkNRtY6qL.jpg,318770,wattage,1080.0 horsepower
https://m.media-amazon.com/images/I/61VOjVc6yjL.jpg,271537,voltage,21.0 volt
https://m.media-amazon.com/images/I/71UueYVGZeL.jpg,179080,voltage,48.0 volt
https://m.media-amazon.com/images/I/715YfcavFtL.jpg,416664,wattage,15.0 watt
https://m.media-amazon.com/images/I/61hUgRcwX-L.jpg,752266,voltage,110.0 volt
https://m.media-amazon.com/images/I/719owvMvtpL.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/411z19kVD+L.jpg,752266,wattage,40.0 watt
https://m.media-amazon.com/images/I/717u0iPx42L.jpg,501250,voltage,220.0 volt
https://m.media-amazon.com/images/I/61hVQ3yAKLL.jpg,752266,voltage,"[100.0, 240.0] volt"
https://m.media-amazon.com/images/I/61INNLBJXoL.jpg,892291,wattage,6401.0 horsepower
https://m.media-amazon.com/images/I/71esWo7IkuL.jpg,752266,voltage,1.2 volt
https://m.media-amazon.com/images/I/7113FfKiulL.jpg,752266,wattage,18.0 watt
https://m.media-amazon.com/images/I/812hwybGJvL.jpg,709627,voltage,18.0 volt
https://m.media-amazon.com/images/I/71xETES09YS.jpg,752266,voltage,2.0 volt
https://m.media-amazon.com/images/I/61Bl2rNXLxL.jpg,140266,voltage,24.0 volt
https://m.media-amazon.com/images/I/61f9MELdgAL.jpg,271537,voltage,"[110.0, 120.0] volt"
https://m.media-amazon.com/images/I/51DEoLy9DiL.jpg,709627,voltage,3.7 volt
https://m.media-amazon.com/images/I/71ETES-hArL.jpg,276700,voltage,24.0 volt
https://m.media-amazon.com/images/I/61NxDHjt+cL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/71xEHIQ4RPL.jpg,752266,wattage,30.0 watt
https://m.media-amazon.com/images/I/51M41rrZctL.jpg,752266,wattage,24.0 watt
https://m.media-amazon.com/images/I/61lNm5aoA6L.jpg,271537,voltage,220.0 volt
https://m.media-amazon.com/images/I/61Hi2weurHL.jpg,752266,wattage,50.0 watt
https://m.media-amazon.com/images/I/71YA76OkJCL.jpg,501250,voltage,24.0 volt
https://m.media-amazon.com/images/I/61QapKc8+oL.jpg,641642,voltage,12.0 volt
https://m.media-amazon.com/images/I/81cmgJ0KGoL.jpg,140266,voltage,5.0 volt
https://m.media-amazon.com/images/I/81hSPvcVdQL.jpg,641642,voltage,12.0 volt
https://m.media-amazon.com/images/I/41k-mNykdeL.jpg,955292,wattage,100.0 watt
https://m.media-amazon.com/images/I/71jNtyRjG7L.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/61O-wakDZ1L.jpg,752266,voltage,120.0 volt
https://m.media-amazon.com/images/I/71x4sHejHbL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/91UqAZV2KkL.jpg,952353,voltage,14.0 volt
https://m.media-amazon.com/images/I/61pSVAFb7KL.jpg,752266,voltage,5.0 volt
https://m.media-amazon.com/images/I/61oMB21URML.jpg,752266,voltage,"[100.0, 240.0] volt"
https://m.media-amazon.com/images/I/51kOOMvVLeL.jpg,318770,wattage,157.0 watt
https://m.media-amazon.com/images/I/51GBda4ciBL.jpg,860821,voltage,5.0 volt
https://m.media-amazon.com/images/I/81tEi-LC-LL.jpg,179080,wattage,500.0 watt
https://m.media-amazon.com/images/I/71KRGwPo+pL.jpg,318770,wattage,7.0 watt
https://m.media-amazon.com/images/I/512XjI0LFqL.jpg,271537,voltage,115.0 volt
https://m.media-amazon.com/images/I/71zfYwcapKL.jpg,752266,wattage,3.5 watt
